wavelength,flux,flux_error
1.6807075,6.500807e-17,1.2582251e-17
1.683298,8.306122e-17,1.23491175e-17
1.6858855,9.4276256e-17,1.643666e-17
1.6884702,7.752281e-17,1.8039163e-17
1.6910518,6.238844e-17,1.9760423e-17
1.6936306,5.3336454e-17,2.0165975e-17
1.6962063,5.643991e-17,2.2187939e-17
1.6987792,4.7233727e-17,2.1407178e-17
1.7013491,1.992187e-17,1.9981147e-17
1.7039161,5.5306698e-18,1.9813768e-17
1.70648,5.303297e-17,2.0213584e-17
1.709041,4.2951972e-17,1.9458324e-17
1.7115991,4.2281655e-17,1.8558273e-17
1.7141544,8.171246e-17,1.7668652e-17
1.7167066,8.922396e-17,1.6911549e-17
1.7192559,8.1595657e-17,1.633411e-17
1.7218024,9.2874324e-17,1.5825593e-17
1.7243458,7.541938e-17,1.5532056e-17
1.7268864,7.666946e-17,1.5853127e-17
1.7294241,8.642305e-17,1.6200182e-17
1.7319589,6.903651e-17,1.5812983e-17
1.7344908,6.4961405e-17,1.6282086e-17
1.7370198,8.114168e-17,1.7325839e-17
1.7395458,6.718273e-17,1.8694846e-17
1.742069,7.697396e-17,1.8962765e-17
1.7445894,3.9615357e-17,1.8239154e-17
1.7471069,3.4547883e-17,1.7593028e-17
1.7496215,5.345925e-17,1.5536409e-17
1.7521333,6.333409e-17,1.3561429e-17
1.7546421,7.18946e-17,1.1388274e-17
1.7571481,6.559841e-17,1.16118465e-17
1.7596514,5.5307496e-17,1.5089066e-17
1.7621518,7.14828e-17,2.1444935e-17
1.7646494,6.3759446e-17,2.4393639e-17
1.7671441,6.7965546e-17,2.4148021e-17
1.769636,1.00748865e-16,2.4968687e-17
1.7721251,1.0636343e-16,2.1693482e-17
1.7746115,7.050779e-17,1.539245e-17
1.7770951,7.7759616e-17,1.242472e-17
1.7795758,6.179037e-17,1.16404404e-17
1.7820538,7.113874e-17,1.5204625e-17
1.7845291,4.2226965e-17,2.0002948e-17
1.7870015,8.921787e-17,2.1064292e-17
1.7894713,9.007327e-18,2.0032672e-17
1.7919382,3.1112695e-17,2.0433547e-17
1.7944024,5.3882323e-17,2.4772908e-17
1.7968639,8.7452155e-17,2.542023e-17
1.7993227,2.0841924e-17,2.5938941e-17
1.8017788,3.5836108e-17,2.928052e-17
1.8042321,5.649615e-17,3.0529698e-17
1.8066828,7.4390735e-17,3.1619045e-17
1.8091309,4.9216055e-17,2.8115717e-17
1.8115761,5.489284e-17,2.929411e-17
1.8140188,3.1706223e-17,3.0566782e-17
1.8164588,4.043073e-17,3.1071733e-17
1.8188962,3.1449138e-18,3.2621896e-17
1.8213309,5.4673965e-17,2.7772232e-17
1.8237629,3.0865024e-17,2.95155e-17
1.8261924,6.2315996e-17,4.121892e-17
1.8286192,7.110341e-17,4.245633e-17
1.8310435,-1.2462621e-17,5.830093e-17
1.8334651,2.8098985e-17,4.8646128e-17
1.8358841,5.863108e-17,1.0276672e-16
1.8383006,1.8863152e-16,3.8286186e-16
1.8407145,1.1902827e-16,2.1256138e-16
1.8431258,1.0190762e-16,9.540836e-17
1.8455346,1.8891278e-16,1.3728286e-16
1.8479408,1.5836177e-16,8.804355e-17
1.8503445,-2.565954e-16,1.2413808e-15
1.8527457,3.200026e-17,2.353836e-16
1.8551444,3.165945e-17,1.2036715e-16
1.8575405,-7.2097314e-17,1.9145368e-16
1.8599342,7.760225e-17,8.523838e-17
1.8623254,1.3423946e-17,4.6965198e-17
1.8647141,-7.477736e-18,6.851339e-17
1.8671004,-1.8452693e-16,1.4398978e-16
1.8694841,-2.408484e-16,5.1261423e-16
1.8718654,-2.3295923e-16,2.5454227e-16
1.8742443,4.0266353e-16,2.2112826e-15
1.8766208,9.5750815e-17,4.466647e-16
1.8789948,1.8016339e-16,1.2793351e-16
1.8813665,5.3398168e-17,8.870603e-17
1.8837357,7.845933e-17,5.63467e-17
1.8861026,4.5763946e-17,3.80095e-17
1.888467,3.7181547e-17,3.5112292e-17
1.8908291,3.6477772e-17,4.0551907e-17
1.8931887,6.2230776e-17,4.5393217e-17
1.8955461,7.0900324e-17,4.2845226e-17
1.897901,1.3683553e-16,4.9091346e-17
1.9002538,1.433568e-16,8.308825e-17
1.9026041,9.387631e-17,1.10772064e-16
1.9049522,2.2863336e-16,1.1851261e-16
1.9072978,1.0344822e-16,6.964027e-17
1.9096413,1.3110651e-16,8.91967e-17
1.9119823,9.0026864e-17,6.428757e-17
1.9143212,1.0791376e-16,5.2440604e-17
1.9166577,8.961011e-17,5.6993e-17
1.9189919,2.0991921e-16,6.318149e-17
1.921324,8.977266e-17,4.739353e-17
1.9236537,1.318558e-16,4.902956e-17
1.9259813,6.9330864e-17,5.288766e-17
1.9283065,2.8764832e-17,4.7870262e-17
1.9306296,-2.0991225e-17,4.5818682e-17
1.9329504,3.5990973e-17,3.2126504e-17
1.935269,2.6545642e-17,2.8443545e-17
1.9375855,2.980485e-17,2.8160914e-17
1.9398997,6.9227454e-17,2.5402296e-17
1.9422117,1.6591693e-17,1.85551e-17
1.9445215,3.5257306e-17,2.1117183e-17
1.9468293,9.893396e-17,2.2178436e-17
1.9491348,7.1059566e-17,2.113666e-17
1.9514382,2.1259645e-17,2.239283e-17
1.9537394,6.984336e-17,2.8664932e-17
1.9560385,7.5101786e-17,2.9993645e-17
1.9583355,1.09813884e-16,3.0198273e-17
1.9606303,7.463453e-17,2.799274e-17
1.962923,1.0835879e-16,2.7945347e-17
1.9652135,6.419332e-17,2.6987892e-17
1.9675021,5.4515497e-17,2.4274287e-17
1.9697884,9.973848e-17,2.6169142e-17
1.9720727,1.3930914e-16,2.6584673e-17
1.974355,9.3509645e-17,2.3729114e-17
1.9766351,9.3747793e-17,2.1666052e-17
1.9789132,1.3399426e-16,2.1160665e-17
1.9811891,1.1564316e-16,1.9628142e-17
1.983463,1.09165136e-16,1.5574218e-17
1.9857349,1.2946494e-16,1.4504169e-17
1.9880048,9.85197e-17,1.3397739e-17
1.9902726,1.1243363e-16,1.26942636e-17
1.9925383,1.2368353e-16,1.3399092e-17
1.9948021,1.257396e-16,1.7269417e-17
1.9970638,1.5092471e-16,2.5778561e-17
1.9993234,1.7029306e-16,3.2694148e-17
2.001581,1.2992211e-16,3.9203934e-17
2.0038366,1.4405769e-16,4.4174664e-17
2.0060904,8.671966e-17,4.1198723e-17
2.008342,1.331082e-16,3.15899e-17
2.0105915,1.6443942e-16,3.095039e-17
2.0128393,1.6482568e-16,3.051024e-17
2.015085,1.7605747e-16,2.8353114e-17
2.0173285,2.132966e-16,2.968e-17
2.0195704,1.9967163e-16,2.641295e-17
2.02181,1.8880501e-16,2.5315982e-17
2.0240476,2.2365373e-16,2.7904332e-17
2.0262835,2.1598644e-16,2.5089632e-17
2.0285172,2.2822363e-16,2.5213992e-17
2.030749,2.4175122e-16,2.587939e-17
2.032979,2.3352558e-16,2.2214728e-17
2.0352068,2.6016577e-16,2.2614011e-17
2.037433,2.4505656e-16,2.482981e-17
2.0396569,2.617366e-16,2.4521877e-17
2.041879,2.5703474e-16,2.3675262e-17
2.044099,2.5636217e-16,2.2875867e-17
2.0463173,2.7921877e-16,2.3319725e-17
2.0485334,2.806373e-16,2.3383458e-17
2.0507479,2.7462775e-16,2.4599233e-17
2.0529602,3.1759312e-16,2.9917703e-17
2.0551705,3.0317668e-16,3.0732248e-17
2.057379,2.851952e-16,2.879021e-17
2.0595856,3.514077e-16,3.0441656e-17
2.0617902,3.22324e-16,2.8396866e-17
2.063993,3.2649827e-16,2.4155773e-17
2.0661938,3.3171475e-16,2.4128164e-17
2.0683925,2.9898124e-16,2.4025147e-17
2.0705895,3.1934545e-16,2.577376e-17
2.0727844,3.2303523e-16,2.4352847e-17
2.0749776,3.3151025e-16,2.546391e-17
2.0771687,3.4200033e-16,2.3399059e-17
2.0793579,3.4505576e-16,2.3387703e-17
2.081545,3.2553488e-16,2.018244e-17
2.0837305,3.1223935e-16,2.0869143e-17
2.085914,3.3452124e-16,2.174649e-17
2.0880954,3.4147085e-16,2.3474416e-17
2.090275,3.410228e-16,2.2261093e-17
2.0924528,3.382159e-16,2.2289652e-17
2.0946283,2.9278546e-16,1.8488425e-17
2.0968022,3.3905387e-16,2.2824352e-17
2.098974,2.9983193e-16,1.7224198e-17
2.1011438,3.0621416e-16,2.0176858e-17
2.1033118,3.3569898e-16,2.133488e-17
2.1054778,3.0592329e-16,2.2018324e-17
2.107642,3.070842e-16,2.2746658e-17
2.1098042,2.954093e-16,2.2750307e-17
2.1119645,2.6918175e-16,2.1128066e-17
2.1141226,2.9357108e-16,2.3697851e-17
2.116279,2.7307291e-16,2.034298e-17
2.1184332,2.2638454e-16,1.8379596e-17
2.1205857,2.5256548e-16,2.0842974e-17
2.1227362,2.5350312e-16,2.1212516e-17
2.1248848,2.0335028e-16,1.75062e-17
2.1270313,2.5674132e-16,2.0633066e-17
2.129176,2.1922082e-16,1.8516976e-17
2.1313186,2.2461085e-16,1.8196142e-17
2.133459,2.1626763e-16,1.7064569e-17
2.1355977,2.1638545e-16,1.5956972e-17
2.1377344,2.0968024e-16,1.5674786e-17
2.1398692,2.2017785e-16,1.5606129e-17
2.1420019,1.9456207e-16,1.4505337e-17
2.1441326,1.76859e-16,1.4203982e-17
2.1462612,2.0279926e-16,1.7810108e-17
2.148388,1.6305882e-16,1.9372697e-17
2.1505127,1.6647595e-16,2.2608767e-17
2.1526356,1.3567917e-16,2.36086e-17
2.154756,1.3205845e-16,2.316245e-17
2.156875,1.4487167e-16,2.1133518e-17
2.1589916,1.2447698e-16,1.7048166e-17
2.161106,1.3281224e-16,1.5557752e-17
2.1632187,1.3245979e-16,1.382562e-17
2.1653292,1.2602584e-16,1.38320695e-17
2.1674378,1.2912995e-16,1.4656777e-17
2.1695442,1.149856e-16,1.4565584e-17
2.1716487,1.4157313e-16,1.5759589e-17
2.173751,1.2977355e-16,1.621463e-17
2.1758513,1.2228943e-16,1.6776616e-17
2.1779497,1.2988966e-16,1.8150743e-17
2.1800458,1.1031638e-16,1.8680023e-17
2.1821399,1.1477795e-16,1.8602349e-17
2.1842318,1.2334197e-16,2.0721425e-17
2.1863217,1.2298012e-16,1.9376539e-17
2.1884096,1.08827203e-16,1.7326383e-17
2.1904953,8.3418564e-17,1.6306201e-17
2.1925788,6.5242375e-17,1.8989608e-17
2.1946602,6.907455e-17,2.0254015e-17
2.1967394,6.0641815e-17,1.8883044e-17
2.1988168,2.2472785e-17,1.8631166e-17
2.2008917,2.1253382e-17,1.700301e-17
2.2029645,-1.323686e-17,1.6275358e-17
2.2050354,1.0217422e-17,1.553711e-17
2.207104,3.2650675e-17,1.5042276e-17
2.2091706,1.4723883e-17,1.6353592e-17
2.2112348,5.1333687e-17,1.9118642e-17
2.213297,5.5086344e-17,1.808883e-17
2.2153568,3.0839047e-17,1.747244e-17
2.2174144,2.1992294e-17,1.662668e-17
2.21947,5.1604986e-17,1.5028826e-17
2.2215233,1.5931293e-17,1.3132554e-17
2.2235744,5.7556895e-17,1.5206182e-17
2.2256234,1.6146428e-17,1.4150471e-17
2.22767,7.246886e-17,1.7658245e-17
2.2297146,5.0985477e-17,1.7361916e-17
2.2317567,4.3655258e-17,1.6970653e-17
2.2337968,1.7743567e-17,1.826878e-17
2.2358344,4.103941e-17,1.7931017e-17
2.23787,3.6971244e-17,1.5171004e-17
2.2399032,5.3927633e-17,1.433964e-17
2.241934,4.219905e-17,1.3663791e-17
2.2439628,1.5868146e-17,1.2192708e-17
2.245989,1.495407e-17,1.2765948e-17
2.2480133,3.2537513e-17,1.3635389e-17
2.250035,2.2509154e-17,1.454885e-17
2.2520547,2.0106823e-17,1.5445475e-17
2.2540717,1.3543454e-17,1.4146535e-17
2.2560868,2.990843e-17,1.3562387e-17
2.2580993,3.2075544e-19,1.3640701e-17
2.2601097,1.8393418e-17,1.3505773e-17
2.2621176,-4.2474132e-18,1.2542072e-17
2.2641232,1.2769743e-17,1.4620687e-17
2.2661264,-1.4583487e-17,1.389853e-17
2.2681272,-6.1893016e-18,1.3834966e-17
2.2701259,1.22789536e-17,1.4396579e-17
2.2721221,1.3084422e-17,1.4832544e-17
2.274116,6.1663908e-18,1.46469e-17
2.2761075,-2.14635e-17,1.5782717e-17
2.2780967,-2.8364774e-17,1.537071e-17
2.2800834,-4.9630638e-17,1.5628827e-17
2.2820678,1.2409052e-17,1.5818726e-17
2.2840497,-3.8572536e-18,1.520991e-17
2.2860293,1.9444442e-17,1.4538124e-17
2.2880065,-8.212447e-18,1.4967846e-17
2.2899814,3.763236e-18,1.7471093e-17
2.2919538,2.6000732e-17,1.6956569e-17
2.2939239,1.5991785e-17,1.7196676e-17
2.2958915,2.9750944e-17,1.8605128e-17
2.2978568,4.1709834e-18,1.7967385e-17
2.2998195,3.3283402e-17,1.7483136e-17
2.30178,-3.3481978e-17,1.6596135e-17
2.3037379,-2.8943134e-18,1.6528738e-17
2.3056936,-3.0455886e-18,1.5584453e-17
2.3076468,-1.3273798e-17,1.5763434e-17
2.3095975,-1.8468433e-17,1.5080022e-17
2.3115458,-4.8646968e-17,1.5005023e-17
2.3134918,-1.1717866e-17,1.4536376e-17
2.3154352,-3.4461161e-18,1.5844203e-17
2.3173764,-1.9385577e-18,1.5852324e-17
2.319315,-3.1052048e-18,1.6777182e-17
2.3212512,-1.4592518e-17,1.691821e-17
2.323185,-4.952436e-18,1.735642e-17
2.3251164,2.4227849e-17,1.5868012e-17
2.3270454,-1.5581257e-17,1.8203304e-17
2.328972,-3.727928e-18,1.7270577e-17
2.3308964,-3.1670982e-17,1.7260048e-17
2.332818,1.2390729e-17,1.4978042e-17
2.3347373,2.5039791e-18,1.7019458e-17
2.3366544,4.4761907e-18,1.7146526e-17
2.338569,-1.5323532e-17,1.6874529e-17
2.340481,2.4165575e-17,1.7156563e-17
2.3423908,-7.365203e-18,1.9743622e-17
2.3442984,5.071375e-18,1.8595693e-17
2.3462033,-5.5566995e-20,1.9927423e-17
2.348106,4.8851985e-20,1.9563146e-17
2.3500063,1.2401362e-17,2.4834232e-17
2.3519042,1.5371034e-17,2.2323449e-17
2.3537998,5.092183e-18,2.2484498e-17
2.3556929,2.9213995e-18,2.314759e-17
2.3575838,1.7829795e-17,2.2184124e-17
2.3594725,3.199432e-17,2.0573745e-17
2.3613586,9.467247e-18,2.1856044e-17
2.3632426,1.3320831e-17,2.0614345e-17
2.3651242,-1.106181e-18,2.1720535e-17
2.3670037,2.3033167e-17,2.2396413e-17
2.3688807,2.0729614e-17,2.4689373e-17
2.3707554,-1.4223885e-18,2.415401e-17
2.372628,-3.1206385e-17,2.429862e-17
2.3744984,9.035603e-18,2.6352763e-17
2.3763664,-3.0873772e-17,2.776484e-17
2.3782325,2.3706665e-17,2.4194366e-17
2.380096,5.4880232e-18,3.267384e-17
2.3819575,1.1249052e-17,3.1831667e-17
2.383817,-3.742346e-17,3.0161334e-17
2.3856742,-1.0544598e-17,2.658205e-17
2.3875294,-2.3276882e-17,3.1529243e-17
2.3893824,-5.324789e-17,3.018995e-17
2.3912332,-1.7063867e-19,2.9084607e-17
2.393082,-2.1611647e-17,2.8489953e-17
2.3949287,4.3564484e-18,2.5119387e-17
2.3967736,-9.8899625e-18,2.9025486e-17
2.3986163,-3.692494e-17,2.8719952e-17
2.400457,5.432981e-17,3.6032295e-17
2.4022958,7.823664e-18,3.1030205e-17
2.4041326,-1.490655e-18,3.4857937e-17
2.4059677,-4.834514e-17,3.849334e-17
2.4078007,-1.0105538e-16,3.9386655e-17
2.409632,-9.429753e-17,3.7760034e-17
2.4114614,3.5252787e-17,3.8021658e-17
2.4132888,3.4856514e-17,4.4053962e-17
2.4151146,-6.945771e-17,4.6570656e-17
2.4169388,7.0267405e-17,4.921315e-17
2.4187613,-7.572778e-18,4.2888418e-17
2.4205818,1.36441945e-17,4.4384043e-17
2.422401,6.457032e-17,3.973219e-17
2.4242184,3.7526574e-17,3.6012403e-17
2.4260342,4.66547e-18,4.485786e-17
2.4278486,-2.7105261e-17,3.179827e-17
2.4296613,2.1407239e-17,3.5593125e-17
2.4314728,2.7534502e-17,3.610507e-17
2.4332826,-1.7584033e-17,4.482398e-17
2.4350913,2.5192704e-17,4.9119983e-17
2.4368985,-3.5609057e-17,4.543102e-17
2.4387043,3.1840107e-17,4.120028e-17
2.440509,9.837881e-17,3.7631037e-17
2.4423125,6.735798e-17,4.008395e-17
2.4441147,8.6133225e-17,4.907473e-17
2.445916,-5.2006854e-17,5.31297e-17
2.447716,-5.397587e-17,7.4007684e-17
2.449515,6.7762775e-17,6.291377e-17
2.451313,7.096552e-17,5.986718e-17
2.4531102,2.874617e-17,4.7531942e-17
2.4549065,-4.2698782e-17,3.615546e-17
2.456702,6.713442e-17,4.0992616e-17
2.4584966,-1.8173358e-17,3.90511e-17
2.4602907,5.703229e-17,4.010334e-17
2.462084,3.6133545e-17,4.144097e-17
2.4638767,2.874996e-17,4.3759413e-17
2.465669,2.7000578e-17,5.3247826e-17
2.4674606,-5.476358e-18,5.180953e-17
2.469252,3.4179493e-17,6.8967686e-17
2.471043,5.7900896e-17,6.273615e-17
2.4728336,4.467383e-17,6.273924e-17
2.4746242,-2.3553415e-17,6.3499076e-17
2.4764147,1.2000785e-16,8.6544526e-17
2.478205,-2.2471615e-18,7.962656e-17
2.4799953,2.2397404e-16,1.2467136e-16
2.4817855,-3.3908734e-17,1.0624885e-16
2.483576,4.173476e-16,2.509231e-16
2.4853668,4.706339e-17,1.4427663e-16
2.4871578,-3.123181e-17,2.5723115e-16
2.4889493,9.1309794e-17,2.1141613e-16
2.490741,1.3235743e-16,1.7433088e-16
2.4925334,1.5013253e-16,1.1448794e-16
2.4943264,-9.9061516e-17,1.06400864e-16
2.4961202,-1.3826841e-16,1.1032633e-16
2.4979148,-1.9949133e-17,8.234021e-17
2.49971,9.171308e-17,1.1292274e-16
2.5015063,-1.3663506e-16,1.2009286e-16
2.5033038,-7.2624684e-17,1.0786439e-16
2.5051024,1.1985478e-16,2.2158639e-16
2.5069022,2.2661127e-17,1.570663e-16
2.5087035,1.990942e-18,1.2043403e-16
2.510506,1.3971558e-16,1.6359519e-16
2.5123103,-5.959418e-17,1.8245926e-16
2.514116,2.9874905e-16,2.5348258e-16
2.5159235,-4.5621426e-17,8.2579804e-16
2.5177329,1.6497486e-16,3.3553834e-16
2.5195444,-2.0181935e-16,3.228478e-16
2.5213578,-1.8064592e-16,4.2678875e-16
2.5231733,-5.737753e-17,3.7999044e-16
2.5249913,-5.368497e-16,5.737256e-16
2.5268118,-8.5692423e-16,7.36726e-16
2.5286345,2.9715133e-16,4.427947e-16
2.5304601,1.6956128e-16,6.872671e-16
2.5322886,5.054923e-16,1.270625e-15
2.5341196,5.622509e-16,1.1632447e-15
2.535954,-3.1359767e-16,8.1741903e-16
2.5377913,5.6699983e-16,6.941973e-16
2.5396318,5.9787476e-16,5.7529964e-16
2.541476,-1.4591333e-15,5.897176e-15
2.5433235,4.2550416e-15,1.4263654e-14
